0.0,7449.3125,9827.25
0.02,7449.3125,9827.4375
0.04,7449.625,9826.9375
0.06,7449.375,9827.5625
0.08,7449.5625,9828.0625
0.1,7449.9375,9829.0
0.12,7450.25,9829.6875
0.14,7450.375,9830.5625
0.16,7450.5625,9831.3125
0.18,7450.75,9831.4375
0.2,7450.75,9831.5
0.22,7450.875,9831.375
0.24,7450.375,9831.625
0.26,7450.5625,9831.625
0.28,7450.6875,9831.75
0.3,7451.0625,9831.4375
0.32,7450.9375,9831.75
0.34,7451.1875,9831.875
0.36,7451.1875,9832.25
0.38,7451.375,9832.6875
0.4,7451.375,9832.3125
0.42,7451.375,9832.9375
0.44,7451.5625,9832.6875
0.46,7451.25,9832.75
0.48,7451.375,9832.75
0.5,7451.75,9833.4375
0.52,7451.375,9833.5
0.54,7452.0,9833.75
0.56,7451.625,9834.3125
0.58,7452.0,9834.5
0.6,7451.8125,9834.5625
0.62,7451.9375,9834.625
0.64,7451.625,9834.75
0.66,7451.9375,9835.3125
0.68,7451.9375,9835.625
0.7000000000000001,7452.25,9835.8125
0.72,7452.0,9835.25
0.74,7452.125,9836.0
0.76,7451.875,9836.125
0.78,7452.25,9836.1875
0.8,7452.1875,9836.6875
0.8200000000000001,7452.3125,9837.125
0.84,7452.25,9837.4375
0.86,7452.25,9837.8125
0.88,7452.1875,9838.125
0.9,7452.4375,9838.375
0.92,7452.25,9839.0
0.9400000000000001,7452.5,9839.0
0.96,7452.375,9839.375
0.98,7452.375,9839.1875
1.0,7452.8125,9839.5625
1.02,7452.125,9838.875
1.04,7452.1875,9838.375
1.06,7452.25,9838.375
1.08,7451.8125,9838.4375
1.1,7452.0625,9838.375
1.12,7451.75,9838.125
1.1400000000000001,7451.875,9838.3125
1.16,7451.9375,9837.625
1.18,7451.8125,9838.25
1.2,7451.6875,9837.75
1.22,7451.5625,9837.9375
1.24,7451.5,9838.3125
1.26,7451.6875,9838.5625
1.28,7451.75,9838.375
1.3,7451.4375,9838.8125
1.32,7450.8125,9838.0625
1.34,7451.3125,9838.375
1.36,7451.375,9838.3125
1.3800000000000001,7451.1875,9838.25
1.4000000000000001,7451.125,9838.6875
1.42,7451.3125,9838.875
1.44,7451.4375,9838.875
1.46,7451.3125,9838.8125
1.48,7450.875,9838.75
1.5,7450.625,9838.625
1.52,7450.5,9838.5625
1.54,7450.875,9839.0625
1.56,7450.75,9839.1875
1.58,7451.0625,9839.375
1.6,7451.0,9839.3125
1.62,7450.9375,9839.5
1.6400000000000001,7450.4375,9839.625
1.6600000000000001,7450.875,9839.75
1.68,7451.0625,9840.0
1.7,7450.9375,9840.0
1.72,7450.625,9840.0625
1.74,7450.6875,9840.0625
1.76,7450.5,9840.625
1.78,7450.75,9840.5
1.8,7450.5625,9840.5625
1.82,7450.8125,9841.0625
1.84,7450.5625,9840.4375
1.86,7450.25,9840.0
1.8800000000000001,7450.1875,9839.5
1.9000000000000001,7450.0625,9839.1875
1.92,7449.625,9838.6875
1.94,7449.375,9838.5625
1.96,7449.75,9838.625
1.98,7449.625,9837.6875
2.0,7449.375,9837.6875
2.02,7448.875,9836.625
2.04,7448.875,9836.375
2.06,7448.75,9836.5
2.08,7448.8125,9836.0625
2.1,7448.4375,9836.0
2.12,7448.0,9835.6875
2.14,7447.9375,9835.625
2.16,7447.875,9835.375
2.18,7447.875,9835.3125
2.2,7447.8125,9835.0625
2.22,7447.75,9835.0625
2.24,7447.6875,9835.125
2.2600000000000002,7447.6875,9834.9375
2.2800000000000002,7447.4375,9834.5
2.3000000000000003,7447.375,9835.0625
2.32,7447.375,9834.625
2.34,7446.625,9834.625
2.36,7447.125,9834.5
2.38,7446.8125,9834.0625
2.4,7446.6875,9834.3125
2.42,7446.6875,9833.9375
2.44,7446.4375,9834.125
2.46,7446.3125,9833.875
2.48,7446.0625,9833.5625
2.5,7446.0,9833.5625
2.52,7445.8125,9833.5625
2.54,7446.125,9833.3125
2.56,7445.625,9833.0
2.58,7445.6875,9833.875
