0.0,8398.25,10249.5
0.02,8398.6875,10249.6875
0.04,8398.375,10249.3125
0.06,8398.125,10249.25
0.08,8397.875,10248.3125
0.1,8397.5625,10248.0
0.12,8397.0625,10246.25
0.14,8395.25,10244.0625
0.16,8394.25,10241.625
0.18,8393.3125,10239.875
0.2,8392.5625,10238.3125
0.22,8391.875,10236.625
0.24,8390.875,10234.5625
0.26,8389.4375,10232.25
0.28,8388.25,10230.25
0.3,8388.0625,10228.5625
0.32,8387.3125,10227.375
0.34,8386.25,10226.125
0.36,8385.0625,10224.3125
0.38,8383.875,10222.8125
0.4,8383.0625,10221.6875
0.42,8382.6875,10221.3125
0.44,8382.375,10221.0
0.46,8382.0,10220.625
0.48,8381.8125,10220.5
0.5,8381.4375,10220.3125
0.52,8381.0625,10220.0
0.54,8381.0625,10220.0
0.56,8380.9375,10219.875
0.58,8381.0,10219.4375
0.6,8380.8125,10219.125
0.62,8380.4375,10218.75
0.64,8379.875,10218.75
0.66,8379.875,10218.6875
0.68,8379.5,10218.0
0.7000000000000001,8379.375,10218.5
0.72,8379.5625,10218.375
0.74,8379.625,10218.6875
0.76,8378.875,10217.9375
0.78,8379.0625,10218.3125
0.8,8379.375,10219.125
0.8200000000000001,8380.0,10218.8125
0.84,8379.375,10218.375
0.86,8378.375,10216.625
0.88,8377.6875,10216.0
0.9,8377.5,10215.375
0.92,8376.9375,10214.6875
0.9400000000000001,8376.6875,10213.625
0.96,8376.75,10212.1875
0.98,8375.1875,10210.0
1.0,8374.0625,10209.125
1.02,8373.5625,10208.25
1.04,8373.1875,10207.8125
1.06,8372.9375,10207.625
1.08,8372.9375,10207.8125
1.1,8372.625,10208.1875
1.12,8372.3125,10208.6875
1.1400000000000001,8372.3125,10208.9375
1.16,8372.5,10208.6875
1.18,8372.75,10208.6875
1.2,8372.375,10208.5625
1.22,8372.625,10208.75
1.24,8372.4375,10208.625
1.26,8372.3125,10208.875
1.28,8372.5625,10208.75
1.3,8372.8125,10209.375
1.32,8373.125,10210.125
1.34,8372.5625,10210.3125
1.36,8372.875,10210.9375
1.3800000000000001,8373.25,10211.8125
1.4000000000000001,8373.0625,10212.625
1.42,8373.3125,10213.0625
1.44,8373.9375,10213.9375
1.46,8374.25,10214.5625
1.48,8374.625,10216.125
1.5,8375.125,10217.0625
1.52,8375.875,10218.25
1.54,8376.1875,10219.5625
1.56,8376.9375,10220.875
1.58,8377.6875,10222.5
1.6,8378.0625,10223.25
1.62,8379.4375,10225.125
1.6400000000000001,8380.3125,10226.4375
1.6600000000000001,8380.625,10227.125
1.68,8380.6875,10227.4375
1.7,8380.75,10228.0
1.72,8381.0625,10228.4375
1.74,8380.9375,10227.875
1.76,8381.0625,10227.5
1.78,8381.0,10226.9375
1.8,8380.5,10225.9375
1.82,8380.6875,10225.8125
1.84,8380.4375,10225.0625
1.86,8380.625,10225.4375
1.8800000000000001,8381.125,10225.3125
1.9000000000000001,8381.5,10225.75
1.92,8381.0,10225.3125
1.94,8381.25,10225.125
1.96,8381.3125,10225.625
1.98,8381.375,10225.4375
2.0,8381.125,10225.875
2.02,8381.4375,10226.1875
2.04,8381.75,10226.875
2.06,8381.8125,10226.9375
2.08,8382.0625,10227.5625
2.1,8382.375,10228.3125
2.12,8382.375,10228.875
2.14,8382.8125,10229.5
2.16,8383.0625,10230.3125
2.18,8382.5625,10230.0
2.2,8383.125,10231.25
2.22,8383.375,10231.8125
2.24,8383.5625,10232.3125
2.2600000000000002,8383.9375,10233.125
2.2800000000000002,8384.0,10233.625
2.3000000000000003,8384.375,10234.0625
2.32,8384.375,10234.75
2.34,8384.3125,10234.6875
2.36,8384.3125,10235.0
2.38,8384.1875,10235.4375
2.4,8384.4375,10235.5
2.42,8384.5625,10236.25
2.44,8385.125,10236.75
2.46,8384.5625,10236.6875
2.48,8384.25,10236.75
2.5,8383.9375,10236.9375
2.52,8383.75,10236.375
2.54,8383.75,10236.125
2.56,8383.1875,10234.75
2.58,8382.6875,10233.5
2.6,8382.25,10232.9375
2.62,8381.875,10231.4375
2.64,8381.25,10230.25
2.66,8380.8125,10229.5625
2.68,8380.75,10228.9375
2.7,8380.125,10228.25
2.72,8379.5625,10227.6875
2.74,8379.0,10226.75
2.7600000000000002,8378.9375,10226.0625
2.7800000000000002,8378.875,10225.75
2.8000000000000003,8379.0625,10226.0
2.82,8378.4375,10225.0625
2.84,8377.8125,10225.0625
2.86,8377.9375,10224.625
2.88,8377.6875,10224.1875
2.9,8377.125,10223.875
2.92,8377.0625,10224.1875
2.94,8376.8125,10224.25
2.96,8376.5625,10224.625
2.98,8376.1875,10224.5625
3.0,8376.8125,10225.25
3.02,8376.875,10225.5
3.04,8377.5625,10226.0625
3.06,8377.375,10226.375
3.08,8377.625,10226.375
3.1,8377.6875,10226.1875
3.12,8377.6875,10227.3125
3.14,8377.8125,10227.5625
3.16,8377.6875,10227.6875
3.18,8377.6875,10228.5625
3.2,8378.0,10228.875
3.22,8378.125,10229.6875
3.24,8378.25,10229.625
3.2600000000000002,8378.0,10230.1875
3.2800000000000002,8378.1875,10230.8125
3.3000000000000003,8378.4375,10231.5625
3.3200000000000003,8379.0,10231.8125
3.34,8379.25,10231.75
3.36,8379.1875,10231.1875
3.38,8379.0625,10230.1875
3.4,8379.0,10229.3125
3.42,8379.125,10228.4375
3.44,8378.9375,10227.125
3.46,8378.375,10225.5
3.48,8377.375,10223.875
3.5,8377.3125,10223.3125
3.52,8377.5,10223.125
3.54,8377.5,10222.375
3.56,8377.3125,10222.75
3.58,8377.1875,10222.375
3.6,8376.8125,10222.5
3.62,8376.625,10222.75
3.64,8376.625,10222.875
3.66,8376.5,10223.4375
3.68,8377.0625,10223.875
3.7,8377.25,10224.8125
3.72,8378.1875,10225.125
3.74,8378.0,10225.6875
3.7600000000000002,8377.9375,10225.6875
3.7800000000000002,8377.6875,10226.625
3.8000000000000003,8378.3125,10227.625
3.8200000000000003,8378.625,10228.8125
3.84,8379.1875,10229.125
3.86,8379.125,10229.75
3.88,8378.75,10230.25
3.9,8379.0,10231.125
3.92,8379.9375,10232.25
3.94,8380.5625,10233.0625
3.96,8380.75,10233.9375
3.98,8381.375,10235.1875
